Site ID,Which folder?,Shared sites,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
CFRCY015,Cycleway counts,0,St. Awdry's Road,Barking & Dagenham,Outer,0,0,544809,183946,51.535851,0.086489714
CFRCY016,Cycleway counts,0,Sparsholt Road,Barking & Dagenham,Outer,0,0,545334,183590,51.532517,0.093907019
CFRCY017,Cycleway counts,0,Charlton Crescent,Barking & Dagenham,Outer,0,0,545785,183403,51.530721,0.10032711
CFRCY018,Cycleway counts,0,Thames Road (path to playing fields),Barking & Dagenham,Outer,0,0,546243,182859,51.525714,0.10669943
CFRCY019,Cycleway counts,0,Salter Road,Southwark,Inner,0,0,536446,179630,51.499148,-0.035680389
CFRCY020,0,0,Redriff Road,Southwark,Inner,0,0,535750,178986,51.493528,-0.045948561
CFRCY021,Cycleway counts,0,Seven Sisters Road,Islington,Inner,0,0,530979,186448,51.56171,-0.11186057
CFRCY022,Cycleway counts,0,Isledon Road,Islington,Inner,0,0,531081,186226,51.559692,-0.11047265
CFRCY023,Cycleway counts,0,Hungerford Road,Islington,Inner,0,0,530245,185333,51.55186,-0.12285589
CFRCY024,Cycleway counts,0,Stratford Villas,Camden,Inner,0,0,529527,184362,51.543299,-0.1335629
CFRCY025,0,0,Battersea Park Road,Wandsworth,Inner,A Road,0,528569,176817,51.475717,-0.15012324
F01,Cycleway counts,0,Lea Bridge Road jw Chatsworth Road,Hackney,Inner,0,0,535342,186456,51.560753,-0.048954459
F02,Cycleway counts,0,Downs Park Road jw Amhurst Road,Hackney,Inner,0,0,534204,185415,51.55167,-0.065758025
F03,Cycleway counts,0,Grove Road / Burdett Road jw Mile End Road,Tower Hamlets,Inner,0,0,536424,182507,51.525006,-0.034884848
F04,Cycleway counts,0,Skipworth Road filter onto Ainsworth Road,Hackney,Inner,0,0,535319,184004,51.538724,-0.050228386
F05,Cycleway counts,0,Riverdale Road cut-through to Lowbrook Road,Redbridge,Outer,0,0,543621,185886,51.553586,0.070164087
F06,Cycleway counts,0,Alfred's Gardens tunnel entrance,Barking & Dagenham,Outer,0,0,545669,183479,51.531433,0.098687403
F07,Cycleway counts,0,Redriff Road jw Deal Porters Way / Worgan Street,Southwark,Inner,0,0,535784,179021,51.493835,-0.045445653
F08,Cycleway counts,0,Hungerford Road / Cliff Road jw York Way,Camden,Inner,0,0,529916,184912,51.548152,-0.1277537
F09,0,0,Battersea Park Road j/w Queenstown Road,Wandsworth,Inner,0,0,528696,176896,51.476394,-0.14826199
CGRCY001,Cycleway counts,0,Blenheim Crescent,Kensington & Chelsea,Inner,Local Street,0,524537.43,181146.94,51.515519,-0.20661807
CGRCY002,Cycleway counts,INNCY330,Harrington Gardens,Kensington & Chelsea,Inner,Local Street,0,525980.0566,178609.9527,51.4924,-0.18673858
CGRCY003,Cycleway counts,0,Stanhope Gardens,Kensington & Chelsea,Inner,Minor Road,0,526466.26,178767.71,51.493711,-0.17968532
CGRCY004,Cycleway counts,0,Launceston Place,Kensington & Chelsea,Inner,Local Street,0,526084.35,179214.55,51.497813,-0.18502539
CGRCY005,Cycleway counts,0,Kensington Gardens (Palace Avenue entrance),Kensington & Chelsea,Inner,MVF,0,525841.19,179917.31,51.504185,-0.18827363
CGRCY006,Cycleway counts,INNCY520,Broad Walk (Kensington Gardens),Westminster,Inner,MVF,0,526124.81,179675.36,51.501948,-0.18428481
CGRCY007,Cycleway counts,0,Kensington Gardens (The Broad Walk - north),Westminster,Inner,MVF,0,525854.15,180574.73,51.510087,-0.18785218
CGRCY008,Cycleway counts,0,Porchester Gardens,Westminster,Inner,Local Street,0,525949.2,181003.02,51.513921,-0.18633087
CGRCY009,Cycleway counts,INNCY251,Hamilton Terrace,Westminster,Inner,Local Street,0,526466.2761,182582.1956,51.527996,-0.17831821
CGRCY010,Cycleway counts,0,Penfold Street,Westminster,Inner,Local Street,0,526984.97,181995.2,51.522605,-0.17106644
CGRCY011,Cycleway counts,0,Old Marylebone Road,Westminster,Inner,A Road,0,527307.9,181584.25,51.518838,-0.16656168
CGRCY012,Cycleway counts,0,Star Street,Westminster,Inner,Local Street,0,527022.93,181405.67,51.517294,-0.17073148
CGRCY013,Cycleway counts,INNCY205,Exhibition Road,Westminster,Inner,Minor Road,0,526818.2824,179438.9354,51.499663,-0.1743767
CGRCY014,Cycleway counts,0,Dovehouse Street,Kensington & Chelsea,Inner,Local Street,0,526904.05,178412.94,51.490423,-0.17350702
CGRCY015,Cycleway counts,0,St. Leonard's Terrace,Kensington & Chelsea,Inner,Local Street,0,527732.85,178198.04,51.488313,-0.16166471
CGRCY016,Cycleway counts,INNCY256,Lowndes Street,Kensington & Chelsea,Inner,Local Street,0,527978.3461,179378.9926,51.498862,-0.15769604
CGRCY017,Cycleway counts,CENCY185,Great Cumberland Place,Westminster,Central,Local Street,0,527786.24,181182.5,51.515118,-0.15980746
CGRCY018,Cycleway counts,0,Fitzhardinge Street,Westminster,Central,Local Street,0,528153.29,181338.24,51.516437,-0.15446472
CGRCY019,Cycleway counts,0,Wyndham Place,Westminster,Central,Local Street,0,527658.63,181597.73,51.518876,-0.16150093
CGRCY020,Cycleway counts,0,Upper Montague Street,Westminster,Central,Local Street,0,527751.81,181644.36,51.519278,-0.16014428
CGRCY021,Cycleway counts,CENCY146,Crawford Street (west),Westminster,Central,Local Street,0,527510.892,181613.193,51.519053,-0.16362704
CGRCY022,Cycleway counts,0,Crawford Street (east),Westminster,Central,Local Street,0,527900.97,181737.34,51.52008,-0.15796424
CGRCY023,Cycleway counts,0,Harewood Avenue,Westminster,Inner,Local Street,0,527427.45,182069.83,51.52317,-0.16465789
CGRCY024,Cycleway counts,0,Balcombe Street,Westminster,Inner,Local Street,0,527604.54,182112.99,51.523517,-0.16209246
CGRCY025,Cycleway counts,0,Grand Union Canal (towpath west),Westminster,Inner,MVF,0,527274.4,182756.58,51.529378,-0.16661404
CGRCY026,Cycleway counts,INNCY521,Grand Union Canal (Regent's Park),Westminster,Inner,MVF,0,528081.2939,183619.9086,51.536952,-0.1546732
CGRCY027,Cycleway counts,CSHCY137,Outer Circle (north),Westminster,Inner,Local Street,0,527939.25,183467.56,51.535618,-0.15677466
CGRCY028,Cycleway counts,CSHCY097,Cornwall Terrace,Westminster,Inner,Local Street,0,527982.543,182175.712,51.523997,-0.15662409
CGRCY029,Cycleway counts,CSHCY096,Outer Circle (south),Westminster,Inner,Local Street,0,528375.799,182227.448,51.524375,-0.15094351
CGRCY030,Cycleway counts,CSHCY157,Outer Circle (east),Camden,Inner,Local Street,0,528724.277,182539.298,51.5271,-0.14580181
CGRCY031,Cycleway counts,0,Harley Street,Westminster,Central,Minor Road,0,528562.05,181959.56,51.521925,-0.14834723
CGRCY032,Cycleway counts,CENCY191,Devonshire Street,Westminster,Central,Local Street,0,528490.3,181905.47,51.521456,-0.1494041
CGRCY033,Cycleway counts,CENCY131,New Cavendish Street,Westminster,Central,Minor Road,0,528730.22,181699.22,51.51955,-0.14602199
CGRCY034,Cycleway counts,CENCY145,Welbeck Street,Westminster,Central,Local Street,0,528504.52,181467.91,51.517516,-0.14936199
CGRCY035,Cycleway counts,0,Harley Street (south),Westminster,Central,Minor Road,0,528708.76,181492.81,51.517694,-0.14641443
CGRCY036,Cycleway counts,CENCY105,New Bond Street,Westminster,Central,B Road,0,528708.13,181111.47,51.514271,-0.14655342
CGRCY037,Cycleway counts,0,Bruton Lane,Westminster,Central,Minor Road,0,528904.2,180696.14,51.510496,-0.14388201
CGRCY038,Cycleway counts,CENCY135,Berkeley Street,Westminster,Central,Minor Road,0,529017.27,180356.77,51.507415,-0.14237889
CGRCY039,Cycleway counts,0,Queen's Walk,Westminster,Central,MVF,0,529261.38,179867.65,51.502965,-0.13904412
CGRCY040,Cycleway counts,CENCY139,The Mall,Westminster,Central,Local Street,0,529385.07,179898.72,51.503215,-0.13724722
CGRCY041,Cycleway counts,QWPCY078,Vauxhall Walk,Lambeth,Central,Local Street,0,530643.9,178538.32,51.490704,-0.1196358
CGRCY042,Cycleway counts,0,Black Prince Road (west of Lambeth Walk),Lambeth,Central,Local Street,0,530722.89,178636.3,51.491567,-0.1184623
CGRCY043,Cycleway counts,0,Marsham Street,Westminster,Central,B Road,0,529984.04,178805.79,51.493255,-0.12902421
CGRCY044,Cycleway counts,0,Horseferry Road (west of Tufton Street),Westminster,Central,B Road,0,530020.56,178983.83,51.494847,-0.12844043
CGRCY045,Cycleway counts,CENCY164,Lambeth High Street,Lambeth,Central,Local Street,0,530633.08,178924.6,51.494175,-0.11963702
CGRCY046,Cycleway counts,QWPCY077,Newport Street,Lambeth,Central,Local Street,0,530771.05,178794.75,51.492975,-0.11769842
CGRCY047,Cycleway counts,0,Great Smith Street (south of Little Smith Street),Westminster,Central,B Road,0,529943.7,179244.67,51.49721,-0.12945297
CGRCY048,Cycleway counts,CENCY169,Carlisle Street,Lambeth,Central,Local Street,0,530935.58,179369.29,51.498105,-0.11512431
CGRCY049,Cycleway counts,CENCY140,Belvedere Road,Lambeth,Central,Local Street,0,530758.028,179946.75,51.503331,-0.11745905
CGRCY050,Cycleway counts,CENCY017,Waterloo Bridge,Lambeth,Central,A Road,0,530788.45,180526.51,51.508536,-0.11681217
CGRCY051,Cycleway counts,0,Whitcomb Street,Westminster,Central,Local Street,0,529778.12,180676.42,51.510117,-0.13130218
CGRCY052,Cycleway counts,0,Gordon Square,Camden,Central,Minor Road,0,529819.88,182190.02,51.523713,-0.13015458
CGRCY053,Cycleway counts,0,Endell Street,Westminster,Central,B Road,0,530274.83,181131.91,51.514092,-0.123991
CGRCY054,Cycleway counts,CENCY056,Bloomsbury Way,Camden,Central,A Road,0,530290.11,181555.03,51.517898,-0.12360397
CGRCY055,Cycleway counts,0,Whiston Road,Hackney,Inner,Minor Road,0,533882.56,183551.1,51.534996,-0.07110791
CGRCY056,Cycleway counts,CENCY058,Bloomsbury Street,Camden,Central,A Road,0,529989.12,181571.02,51.518111,-0.12793371
CGRCY057,Cycleway counts,CENCY060,Tottenham Court Road (south),Camden,Central,A Road,0,529695.07,181599.19,51.518431,-0.13215825
CGRCY058,Cycleway counts,CENCY108,Montague Place,Camden,Central,B Road,0,529899.4,181766.68,51.519884,-0.12915827
CGRCY059,Cycleway counts,CENCY148,Lambs Conduit Street,Camden,Central,Local Street,0,530629.49,182016.56,51.521963,-0.11855027
CGRCY060,Cycleway counts,QWPCY035,Guilford Street,Camden,Central,B Road,0,530433.35,182139.19,51.523114,-0.12132823
CGRCY061,Cycleway counts,CENCY052,Theobald's Road,Camden,Central,A Road,0,530715.25,181853.88,51.520478,-0.11737183
CGRCY062,Cycleway counts,CENCY102,Hunter Street,Camden,Central,B Road,0,530294.15,182373.13,51.525248,-0.12324416
CGRCY063,Cycleway counts,CENCY119,Torrington Place,Camden,Central,Minor Road,0,529542.56,181972.52,51.521818,-0.13422512
CGRCY064,Cycleway counts,CENCY114,Regent Square,Camden,Central,Minor Road,0,530407.46,182530,51.526633,-0.12155817
CGRCY065,Cycleway counts,CSHCY158,Judd Street,Camden,Central,B Road,0,530151.439,182677.799,51.528013,-0.12519206
CGRCY066,Cycleway counts,CENCY134,Wardour Street,Westminster,Central,Minor Road,0,529562.78,181078.11,51.513779,-0.13426535
CGRCY067,Cycleway counts,CENCY189,Berners Street,Westminster,Central,Local Street,0,529367.46,181486.51,51.51749,-0.13692431
CGRCY068,Cycleway counts,0,Howland Street,Camden,Central,Minor Road,0,529311.35,181935.36,51.521538,-0.13756633
CGRCY069,Cycleway counts,0,Maple Street,Camden,Central,Local Street,0,529285.19,182040.92,51.522488,-0.13790238
CGRCY070,Cycleway counts,0,Carburton Street,Westminster,Central,Local Street,0,528920.34,181982.94,51.52205,-0.14318165
CGRCY071,Cycleway counts,CENCY059,Tottenham Court Road (north),Camden,Central,A Road,0,529338.12,182150.96,51.523464,-0.13709854
CGRCY072,Cycleway counts,0,Tavistock Place,Camden,Central,Local Street,0,530090.34,182387.57,51.525421,-0.1261779
CGRCY073,Cycleway counts,INNCY057,Hampstead Road,Camden,Inner,A Road,0,529211,182856,51.529838,-0.13866937
CGRCY074,Cycleway counts,0,Mornington Crescent,Camden,Inner,Local Street,0,529072,183259,51.533491,-0.14052451
CGRCY075,Cycleway counts,0,Delancy Street,Camden,Inner,A Road,0,528831,183578,51.536413,-0.14388049
CGRCY076,Cycleway counts,0,Royal College Street,Camden,Inner,A Road,0,529376.79,183863.36,51.538849,-0.13592239
CGRCY077,Cycleway counts,0,Pancras Road,Camden,Inner,A Road,0,529763.61,183400,51.5346,-0.13051593
CGRCY078,Cycleway counts,QWPCY033,River Street,Islington,Central,Local Street,0,531235.23,182846.91,51.529281,-0.10951178
CGRCY079,Cycleway counts,CENCY161,Lloyd Baker Street,Islington,Central,Local Street,0,531016.57,182630.66,51.527391,-0.1127473
CGRCY080,Cycleway counts,CENCY104 & QWPCY034,Calthorpe Street,Camden,Central,B Road,0,530893.18,182376.64,51.525137,-0.11461366
CGRCY081,Cycleway counts,CENCY047,Clerkenwell Road (west),Camden,Central,A Road,0,531287.86,182040.79,51.522026,-0.10906269
CGRCY082,Cycleway counts,CENCY149 & QWPCY001,Upper Ground,Lambeth,Central,Local Street,0,531041.96,180301.3,51.506456,-0.11325224
CGRCY083,Cycleway counts,0,Midland Road,Camden,Inner,A Road,0,529994.64,183054.72,51.531437,-0.12731498
CGRCY084,Cycleway counts,0,Mepham Street,Lambeth,Central,Local Street,0,531049,180021,51.503938,-0.11324098
CGRCY085,Cycleway counts,CENCY154 & QWPCY002,Cornwall Road (north),Lambeth,Central,Local Street,0,531198.02,180170.98,51.505242,-0.11104007
CGRCY086,Cycleway counts,0,Cornwall Road (south),Lambeth,Central,Local Street,0,531300,179892,51.50272,-0.10967467
CGRCY087,Cycleway counts,QWPCY013,Webber Street (west),Lambeth,Central,Local Street,0,531379.51,179795.09,51.50183,-0.10857323
CGRCY088,Cycleway counts,QWPCY075,Baylis Road,Lambeth,Central,B Road,0,531229.42,179667.55,51.500715,-0.11078063
CGRCY089,Cycleway counts,CENCY151 & QWPCY076,Hercules Road,Lambeth,Central,Local Street,0,531087.06,179377.67,51.498141,-0.11293288
CGRCY090,Cycleway counts,CENCY152 & QWPCY003,Webber Street (east),Southwark,Central,Local Street,0,531865.85,179686.71,51.500737,-0.1016161
CGRCY091,Cycleway counts,QWPCY004,Great Suffolk Street (south),Southwark,Central,Local Street,0,532158.34,179663.91,51.500462,-0.097405968
CGRCY092,Cycleway counts,QWPCY005,Trinity Street,Southwark,Central,Local Street,0,532352.86,179555.42,51.499446,-0.09465317
CGRCY093,Cycleway counts,QWPCY045,Great Suffolk Street (north),Southwark,Central,Minor Road,0,531861.09,180089.83,51.50436,-0.10152319
CGRCY094,Cycleway counts,0,Union Street,Southwark,Central,B Road,0,532148.97,180038.11,51.503835,-0.097409599
CGRCY095,Cycleway counts,CENCY130,Gresham Street,City of London,Central,Minor Road,0,532357.78,181348.43,51.515558,-0.093908838
CGRCY096,Cycleway counts,CENCY158,Wood Street,City of London,Central,Local Street,0,532371.23,181588.46,51.517712,-0.093617143
CGRCY097,Cycleway counts,CENCY107,Beech Street,City of London,Central,B Road,0,532303.63,181915.52,51.520666,-0.094473947
CGRCY098,Cycleway counts,CENCY088,Clerkenwell Road (east),Islington,Central,A Road,0,531813.02,182118.42,51.522605,-0.1014564
CGRCY099,Cycleway counts,CENCY089,Old Street,Islington,Central,A Road,0,532385.23,182387.01,51.524888,-0.093115578
CGRCY100,Cycleway counts,CENCY100,Bunhill Row,Islington,Central,B Road,0,532590.21,182274.5,51.523825,-0.090204837
CGRCY101,Cycleway counts,QWPCY032,Colebrooke Row,Islington,Inner,Local Street,0,531651.05,183232.45,51.532653,-0.10337409
CGRCY102,Cycleway counts,0,Long Lane,City of London,Central,Minor Road,0,531995.79,181794.21,51.519651,-0.098955885
CGRCY103,Cycleway counts,INNCY184,Shepherdess Walk,Hackney,Inner,B Road,0,532371.7598,183191.3113,51.532117,-0.09301538
CGRCY104,Cycleway counts,0,Hoxton Street,Hackney,Inner,Minor Road,0,533177,183547,51.535127,-0.081267832
CGRCY105,Cycleway counts,0,Goldsmith's Row,Hackney,Inner,Minor Road,0,534382.41,183471.9,51.534158,-0.063933929
CGRCY106,Cycleway counts,0,Hackney Road,Hackney,Inner,A Road,0,533596.32,182832.11,51.528602,-0.075501418
CGRCY107,Cycleway counts,0,Old Street,Hackney,Inner,A Road,0,533159.6,182610.89,51.526711,-0.081881162
CGRCY108,Cycleway counts,INNCY060,Sussex Gardens,Westminster,Inner,A Road,0,527038.1535,181308.6202,51.516419,-0.17053594
CGRCY109,Cycleway counts,0,Bath Street,Islington,Central,B Road,0,532534.37,182498.12,51.525851,-0.090927362
CGRCY110,Cycleway counts,0,Chiswell Street,Islington,Central,B Road,0,532672.98,181924.89,51.52066,-0.089155242
CGRCY111,Cycleway counts,CENCY157,Appold Street,Hackney,Central,Local Street,0,533124.17,181878.82,51.520141,-0.082661722
CGRCY112,Cycleway counts,CENCY050,Aldgate High Street,City of London,Central,A Road,0,533641.021,181204.45,51.513962,-0.075469987
CGRCY113,Cycleway counts,CENCY155,Jewry Street,City of London,Central,Local Street,0,533561.31,181089.45,51.512947,-0.076665711
CGRCY114,Cycleway counts,0,Crutched Friars,City of London,Central,Local Street,0,533435.16,180891.37,51.511198,-0.07855525
CGRCY115,Cycleway counts,0,Tanner Street,Southwark,Central,Local Street,0,533357.93,179682.26,51.500352,-0.080135309
CGRCY116,Cycleway counts,0,Weston Street,Southwark,Central,Local Street,0,532985,179732,51.500889,-0.085472611
CGRCY117,Cycleway counts,QWPCY006,Law Street / Rothsay Street,Southwark,Central,Local Street,0,532992.89,179337.69,51.497337,-0.085520579
CGRCY118,Cycleway counts,0,Graham Terrace,Westminster,Inner,Local Street,0,528220.12,178554.03,51.491402,-0.15451076
CGRCY119,Cycleway counts,0,Middlesex Street,City of London,Central,Local Street,0,533501.26,181574.47,51.51732,-0.077346319
CGRCY120,Cycleway counts,0,Horse Guards Road,Westminster,Central,Local Street,0,529949.48,179986.62,51.503877,-0.12909352
CGRCY121,Cycleway counts,0,Oakley Street,Kensington & Chelsea,Inner,B Road,0,527183.02,177975.77,51.486433,-0.16964788
CGRCY122,Cycleway counts,0,Blomfield Road,Westminster,Inner,Minor Road,0,526304.2,181984.51,51.522658,-0.18086646
CGRCY123,Cycleway counts,CENCY076,Gloucester Place,Westminster,Central,A Road,0,527880.43,181587,51.518736,-0.15830672
CGRCY124,Cycleway counts,CSHCY092 & QWPCY036,Outer Circle (west),Westminster,Inner,Local Street,0,527587.56,182584.97,51.527762,-0.16216658
CGRCY125,Cycleway counts,0,Westbourne Park Road,Westminster,Inner,Minor Road,0,525678.3,181443.94,51.517936,-0.19007744
CGRCY126,Cycleway counts,0,Kensington Gardens (Jubilee Greenway),Westminster,Inner,MVF,0,526754.79,179919.02,51.504,-0.17512555
